participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.quiz_high_ten_player,participant.quiz_high_four_player,participant.quiz_low_ten_player,participant.quiz_low_four_player,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.num_bots,session.config.participation_fee,quiz_low_ten.1.player.id_in_group,quiz_low_ten.1.player.role,quiz_low_ten.1.player.payoff,quiz_low_ten.1.player.question11,quiz_low_ten.1.player.question12,quiz_low_ten.1.player.question13,quiz_low_ten.1.player.question21,quiz_low_ten.1.player.question22,quiz_low_ten.1.player.question23,quiz_low_ten.1.player.question31,quiz_low_ten.1.player.question32,quiz_low_ten.1.player.question33,quiz_low_ten.1.player.question4,quiz_low_ten.1.player.question5,quiz_low_ten.1.player.question6,quiz_low_ten.1.player.num_correct_questions,quiz_low_ten.1.player.calc_introduction,quiz_low_ten.1.player.calc_question,quiz_low_ten.1.player.calc_feedback,quiz_low_ten.1.group.id_in_subsession,quiz_low_ten.1.subsession.round_number,public_goods_low_ten.1.player.id_in_group,public_goods_low_ten.1.player.role,public_goods_low_ten.1.player.payoff,public_goods_low_ten.1.player.payoff_each_round,public_goods_low_ten.1.player.contribution,public_goods_low_ten.1.player.calc_contribute,public_goods_low_ten.1.player.calc_results,public_goods_low_ten.1.group.id_in_subsession,public_goods_low_ten.1.group.group_income,public_goods_low_ten.1.group.individual_share,public_goods_low_ten.1.subsession.round_number,public_goods_low_ten.2.player.id_in_group,public_goods_low_ten.2.player.role,public_goods_low_ten.2.player.payoff,public_goods_low_ten.2.player.payoff_each_round,public_goods_low_ten.2.player.contribution,public_goods_low_ten.2.player.calc_contribute,public_goods_low_ten.2.player.calc_results,public_goods_low_ten.2.group.id_in_subsession,public_goods_low_ten.2.group.group_income,public_goods_low_ten.2.group.individual_share,public_goods_low_ten.2.subsession.round_number,public_goods_low_ten.3.player.id_in_group,public_goods_low_ten.3.player.role,public_goods_low_ten.3.player.payoff,public_goods_low_ten.3.player.payoff_each_round,public_goods_low_ten.3.player.contribution,public_goods_low_ten.3.player.calc_contribute,public_goods_low_ten.3.player.calc_results,public_goods_low_ten.3.group.id_in_subsession,public_goods_low_ten.3.group.group_income,public_goods_low_ten.3.group.individual_share,public_goods_low_ten.3.subsession.round_number,public_goods_low_ten.4.player.id_in_group,public_goods_low_ten.4.player.role,public_goods_low_ten.4.player.payoff,public_goods_low_ten.4.player.payoff_each_round,public_goods_low_ten.4.player.contribution,public_goods_low_ten.4.player.calc_contribute,public_goods_low_ten.4.player.calc_results,public_goods_low_ten.4.group.id_in_subsession,public_goods_low_ten.4.group.group_income,public_goods_low_ten.4.group.individual_share,public_goods_low_ten.4.subsession.round_number,public_goods_low_ten.5.player.id_in_group,public_goods_low_ten.5.player.role,public_goods_low_ten.5.player.payoff,public_goods_low_ten.5.player.payoff_each_round,public_goods_low_ten.5.player.contribution,public_goods_low_ten.5.player.calc_contribute,public_goods_low_ten.5.player.calc_results,public_goods_low_ten.5.group.id_in_subsession,public_goods_low_ten.5.group.group_income,public_goods_low_ten.5.group.individual_share,public_goods_low_ten.5.subsession.round_number,public_goods_low_ten.6.player.id_in_group,public_goods_low_ten.6.player.role,public_goods_low_ten.6.player.payoff,public_goods_low_ten.6.player.payoff_each_round,public_goods_low_ten.6.player.contribution,public_goods_low_ten.6.player.calc_contribute,public_goods_low_ten.6.player.calc_results,public_goods_low_ten.6.group.id_in_subsession,public_goods_low_ten.6.group.group_income,public_goods_low_ten.6.group.individual_share,public_goods_low_ten.6.subsession.round_number,public_goods_low_ten.7.player.id_in_group,public_goods_low_ten.7.player.role,public_goods_low_ten.7.player.payoff,public_goods_low_ten.7.player.payoff_each_round,public_goods_low_ten.7.player.contribution,public_goods_low_ten.7.player.calc_contribute,public_goods_low_ten.7.player.calc_results,public_goods_low_ten.7.group.id_in_subsession,public_goods_low_ten.7.group.group_income,public_goods_low_ten.7.group.individual_share,public_goods_low_ten.7.subsession.round_number,public_goods_low_ten.8.player.id_in_group,public_goods_low_ten.8.player.role,public_goods_low_ten.8.player.payoff,public_goods_low_ten.8.player.payoff_each_round,public_goods_low_ten.8.player.contribution,public_goods_low_ten.8.player.calc_contribute,public_goods_low_ten.8.player.calc_results,public_goods_low_ten.8.group.id_in_subsession,public_goods_low_ten.8.group.group_income,public_goods_low_ten.8.group.individual_share,public_goods_low_ten.8.subsession.round_number,public_goods_low_ten.9.player.id_in_group,public_goods_low_ten.9.player.role,public_goods_low_ten.9.player.payoff,public_goods_low_ten.9.player.payoff_each_round,public_goods_low_ten.9.player.contribution,public_goods_low_ten.9.player.calc_contribute,public_goods_low_ten.9.player.calc_results,public_goods_low_ten.9.group.id_in_subsession,public_goods_low_ten.9.group.group_income,public_goods_low_ten.9.group.individual_share,public_goods_low_ten.9.subsession.round_number,public_goods_low_ten.10.player.id_in_group,public_goods_low_ten.10.player.role,public_goods_low_ten.10.player.payoff,public_goods_low_ten.10.player.payoff_each_round,public_goods_low_ten.10.player.contribution,public_goods_low_ten.10.player.calc_contribute,public_goods_low_ten.10.player.calc_results,public_goods_low_ten.10.group.id_in_subsession,public_goods_low_ten.10.group.group_income,public_goods_low_ten.10.group.individual_share,public_goods_low_ten.10.subsession.round_number,public_goods_low_ten.11.player.id_in_group,public_goods_low_ten.11.player.role,public_goods_low_ten.11.player.payoff,public_goods_low_ten.11.player.payoff_each_round,public_goods_low_ten.11.player.contribution,public_goods_low_ten.11.player.calc_contribute,public_goods_low_ten.11.player.calc_results,public_goods_low_ten.11.group.id_in_subsession,public_goods_low_ten.11.group.group_income,public_goods_low_ten.11.group.individual_share,public_goods_low_ten.11.subsession.round_number,public_goods_low_ten.12.player.id_in_group,public_goods_low_ten.12.player.role,public_goods_low_ten.12.player.payoff,public_goods_low_ten.12.player.payoff_each_round,public_goods_low_ten.12.player.contribution,public_goods_low_ten.12.player.calc_contribute,public_goods_low_ten.12.player.calc_results,public_goods_low_ten.12.group.id_in_subsession,public_goods_low_ten.12.group.group_income,public_goods_low_ten.12.group.individual_share,public_goods_low_ten.12.subsession.round_number,public_goods_low_ten.13.player.id_in_group,public_goods_low_ten.13.player.role,public_goods_low_ten.13.player.payoff,public_goods_low_ten.13.player.payoff_each_round,public_goods_low_ten.13.player.contribution,public_goods_low_ten.13.player.calc_contribute,public_goods_low_ten.13.player.calc_results,public_goods_low_ten.13.group.id_in_subsession,public_goods_low_ten.13.group.group_income,public_goods_low_ten.13.group.individual_share,public_goods_low_ten.13.subsession.round_number,public_goods_low_ten.14.player.id_in_group,public_goods_low_ten.14.player.role,public_goods_low_ten.14.player.payoff,public_goods_low_ten.14.player.payoff_each_round,public_goods_low_ten.14.player.contribution,public_goods_low_ten.14.player.calc_contribute,public_goods_low_ten.14.player.calc_results,public_goods_low_ten.14.group.id_in_subsession,public_goods_low_ten.14.group.group_income,public_goods_low_ten.14.group.individual_share,public_goods_low_ten.14.subsession.round_number,public_goods_low_ten.15.player.id_in_group,public_goods_low_ten.15.player.role,public_goods_low_ten.15.player.payoff,public_goods_low_ten.15.player.payoff_each_round,public_goods_low_ten.15.player.contribution,public_goods_low_ten.15.player.calc_contribute,public_goods_low_ten.15.player.calc_results,public_goods_low_ten.15.group.id_in_subsession,public_goods_low_ten.15.group.group_income,public_goods_low_ten.15.group.individual_share,public_goods_low_ten.15.subsession.round_number,public_goods_low_ten.16.player.id_in_group,public_goods_low_ten.16.player.role,public_goods_low_ten.16.player.payoff,public_goods_low_ten.16.player.payoff_each_round,public_goods_low_ten.16.player.contribution,public_goods_low_ten.16.player.calc_contribute,public_goods_low_ten.16.player.calc_results,public_goods_low_ten.16.group.id_in_subsession,public_goods_low_ten.16.group.group_income,public_goods_low_ten.16.group.individual_share,public_goods_low_ten.16.subsession.round_number,public_goods_low_ten.17.player.id_in_group,public_goods_low_ten.17.player.role,public_goods_low_ten.17.player.payoff,public_goods_low_ten.17.player.payoff_each_round,public_goods_low_ten.17.player.contribution,public_goods_low_ten.17.player.calc_contribute,public_goods_low_ten.17.player.calc_results,public_goods_low_ten.17.group.id_in_subsession,public_goods_low_ten.17.group.group_income,public_goods_low_ten.17.group.individual_share,public_goods_low_ten.17.subsession.round_number,public_goods_low_ten.18.player.id_in_group,public_goods_low_ten.18.player.role,public_goods_low_ten.18.player.payoff,public_goods_low_ten.18.player.payoff_each_round,public_goods_low_ten.18.player.contribution,public_goods_low_ten.18.player.calc_contribute,public_goods_low_ten.18.player.calc_results,public_goods_low_ten.18.group.id_in_subsession,public_goods_low_ten.18.group.group_income,public_goods_low_ten.18.group.individual_share,public_goods_low_ten.18.subsession.round_number,public_goods_low_ten.19.player.id_in_group,public_goods_low_ten.19.player.role,public_goods_low_ten.19.player.payoff,public_goods_low_ten.19.player.payoff_each_round,public_goods_low_ten.19.player.contribution,public_goods_low_ten.19.player.calc_contribute,public_goods_low_ten.19.player.calc_results,public_goods_low_ten.19.group.id_in_subsession,public_goods_low_ten.19.group.group_income,public_goods_low_ten.19.group.individual_share,public_goods_low_ten.19.subsession.round_number,public_goods_low_ten.20.player.id_in_group,public_goods_low_ten.20.player.role,public_goods_low_ten.20.player.payoff,public_goods_low_ten.20.player.payoff_each_round,public_goods_low_ten.20.player.contribution,public_goods_low_ten.20.player.calc_contribute,public_goods_low_ten.20.player.calc_results,public_goods_low_ten.20.group.id_in_subsession,public_goods_low_ten.20.group.group_income,public_goods_low_ten.20.group.individual_share,public_goods_low_ten.20.subsession.round_number,my_survey.1.player.id_in_group,my_survey.1.player.role,my_survey.1.player.payoff,my_survey.1.player.q_instruction1,my_survey.1.player.q_instruction2,my_survey.1.player.q_instruction3,my_survey.1.player.q_instruction4,my_survey.1.player.q_country,my_survey.1.player.q_age,my_survey.1.player.q_gender,my_survey.1.player.q_ethnic,my_survey.1.player.q_marriage,my_survey.1.player.q_employ,my_survey.1.player.q_student,my_survey.1.player.q_education,my_survey.1.player.q_major,my_survey.1.player.q_siblings,my_survey.1.player.q_vote,my_survey.1.player.q_job,my_survey.1.player.q_income,my_survey.1.player.q_lottery1,my_survey.1.player.q_lottery2,my_survey.1.player.q_lottery3,my_survey.1.player.q_lottery4,my_survey.1.player.q_lottery5,my_survey.1.player.q_lottery6,my_survey.1.player.q_lottery7,my_survey.1.player.q_lottery8,my_survey.1.player.q_lottery9,my_survey.1.player.q_lottery10,my_survey.1.player.q_lottery_instruction1,my_survey.1.player.q_lottery_instruction2,my_survey.1.player.q_lottery_instruction3,my_survey.1.player.q_lottery_instruction4,my_survey.1.group.id_in_subsession,my_survey.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.role,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number,public_goods_low_four.1.player.id_in_group,public_goods_low_four.1.player.role,public_goods_low_four.1.player.payoff,public_goods_low_four.1.player.payoff_each_round,public_goods_low_four.1.player.contribution,public_goods_low_four.1.player.calc_contribute,public_goods_low_four.1.player.calc_results,public_goods_low_four.1.group.id_in_subsession,public_goods_low_four.1.group.group_income,public_goods_low_four.1.group.individual_share,public_goods_low_four.1.subsession.round_number,public_goods_low_four.2.player.id_in_group,public_goods_low_four.2.player.role,public_goods_low_four.2.player.payoff,public_goods_low_four.2.player.payoff_each_round,public_goods_low_four.2.player.contribution,public_goods_low_four.2.player.calc_contribute,public_goods_low_four.2.player.calc_results,public_goods_low_four.2.group.id_in_subsession,public_goods_low_four.2.group.group_income,public_goods_low_four.2.group.individual_share,public_goods_low_four.2.subsession.round_number,public_goods_low_four.3.player.id_in_group,public_goods_low_four.3.player.role,public_goods_low_four.3.player.payoff,public_goods_low_four.3.player.payoff_each_round,public_goods_low_four.3.player.contribution,public_goods_low_four.3.player.calc_contribute,public_goods_low_four.3.player.calc_results,public_goods_low_four.3.group.id_in_subsession,public_goods_low_four.3.group.group_income,public_goods_low_four.3.group.individual_share,public_goods_low_four.3.subsession.round_number,quiz_low_four.1.player.id_in_group,quiz_low_four.1.player.role,quiz_low_four.1.player.payoff,quiz_low_four.1.player.question11,quiz_low_four.1.player.question12,quiz_low_four.1.player.question13,quiz_low_four.1.player.question21,quiz_low_four.1.player.question22,quiz_low_four.1.player.question23,quiz_low_four.1.player.question31,quiz_low_four.1.player.question32,quiz_low_four.1.player.question33,quiz_low_four.1.player.question4,quiz_low_four.1.player.question5,quiz_low_four.1.player.question6,quiz_low_four.1.player.num_correct_questions,quiz_low_four.1.player.calc_introduction,quiz_low_four.1.player.calc_question,quiz_low_four.1.player.calc_feedback,quiz_low_four.1.group.id_in_subsession,quiz_low_four.1.subsession.round_number
1,u08jv10u,,0,6,89,public_goods_low_ten,ResultsWaitPage,2025-10-08 03:24:21.093385,1,,,0.0,,,"Player(question12=None, question11=None, calc_feedback=None, calc_question=None, calc_introduction='[{""member1"":""1...)",,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"[{""member1"":""1"",""member2"":""1"",""member3"":""1"",""my"":""1"",""timestamp"":""2025-10-08T03:32:09.433Z"",""url"":""http://localhost:8000/p/u08jv10u/quiz_low_ten/Introduction/1""}]","[{""member1"":""2"",""member2"":""2"",""member3"":""2"",""my"":""2"",""timestamp"":""2025-10-08T03:32:14.662Z"",""url"":""http://localhost:8000/p/u08jv10u/quiz_low_ten/Question/2""}]","[{""member1"":""2222"",""member2"":""2"",""member3"":""2"",""my"":""2"",""timestamp"":""2025-10-08T03:32:27.086Z"",""url"":""http://localhost:8000/p/u08jv10u/quiz_low_ten/Feedback/3""},{""member1"":""3"",""member2"":""2"",""member3"":""2"",""my"":""2"",""timestamp"":""2025-10-08T03:32:29.148Z"",""url"":""http://localhost:8000/p/u08jv10u/quiz_low_ten/Feedback/3""}]",1,1,6,,0.0,,0.0,"[{""member1"":""1"",""member2"":""1"",""member3"":""1"",""my"":""1"",""timestamp"":""2025-10-08T03:32:38.803Z"",""url"":""http://localhost:8000/p/u08jv10u/public_goods_with_low_ten/Contribute/5"",""round_number"":""1""}]",[],1,,,1,4,,0.0,,,[],[],1,,,2,10,,0.0,,,[],[],1,,,3,10,,0.0,,,[],[],1,,,4,5,,0.0,,,[],[],1,,,5,1,,0.0,,,[],[],1,,,6,8,,0.0,,,[],[],1,,,7,3,,0.0,,,[],[],1,,,8,7,,0.0,,,[],[],1,,,9,10,,0.0,,,[],[],1,,,10,6,,0.0,,,[],[],1,,,11,8,,0.0,,,[],[],1,,,12,9,,0.0,,,[],[],1,,,13,3,,0.0,,,[],[],1,,,14,7,,0.0,,,[],[],1,,,15,4,,0.0,,,[],[],1,,,16,5,,0.0,,,[],[],1,,,17,1,,0.0,,,[],[],1,,,18,8,,0.0,,,[],[],1,,,19,6,,0.0,,,[],[],1,,,20,1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sl9rp14n,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,2,,0.0,,,,,,,,,,,,,0,,,,1,1,3,,0.0,,,[],[],1,,,1,5,,0.0,,,[],[],1,,,2,7,,0.0,,,[],[],1,,,3,3,,0.0,,,[],[],1,,,4,6,,0.0,,,[],[],1,,,5,4,,0.0,,,[],[],1,,,6,2,,0.0,,,[],[],1,,,7,10,,0.0,,,[],[],1,,,8,8,,0.0,,,[],[],1,,,9,9,,0.0,,,[],[],1,,,10,1,,0.0,,,[],[],1,,,11,7,,0.0,,,[],[],1,,,12,6,,0.0,,,[],[],1,,,13,2,,0.0,,,[],[],1,,,14,5,,0.0,,,[],[],1,,,15,7,,0.0,,,[],[],1,,,16,2,,0.0,,,[],[],1,,,17,5,,0.0,,,[],[],1,,,18,1,,0.0,,,[],[],1,,,19,10,,0.0,,,[],[],1,,,20,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,s4eicusu,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,3,,0.0,,,,,,,,,,,,,0,,,,1,1,2,,0.0,,,[],[],1,,,1,9,,0.0,,,[],[],1,,,2,6,,0.0,,,[],[],1,,,3,1,,0.0,,,[],[],1,,,4,7,,0.0,,,[],[],1,,,5,6,,0.0,,,[],[],1,,,6,9,,0.0,,,[],[],1,,,7,2,,0.0,,,[],[],1,,,8,2,,0.0,,,[],[],1,,,9,3,,0.0,,,[],[],1,,,10,3,,0.0,,,[],[],1,,,11,3,,0.0,,,[],[],1,,,12,7,,0.0,,,[],[],1,,,13,7,,0.0,,,[],[],1,,,14,10,,0.0,,,[],[],1,,,15,2,,0.0,,,[],[],1,,,16,9,,0.0,,,[],[],1,,,17,3,,0.0,,,[],[],1,,,18,4,,0.0,,,[],[],1,,,19,3,,0.0,,,[],[],1,,,20,3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,m4iht0gx,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,4,,0.0,,,,,,,,,,,,,0,,,,1,1,8,,0.0,,,[],[],1,,,1,7,,0.0,,,[],[],1,,,2,2,,0.0,,,[],[],1,,,3,6,,0.0,,,[],[],1,,,4,4,,0.0,,,[],[],1,,,5,7,,0.0,,,[],[],1,,,6,6,,0.0,,,[],[],1,,,7,5,,0.0,,,[],[],1,,,8,6,,0.0,,,[],[],1,,,9,5,,0.0,,,[],[],1,,,10,2,,0.0,,,[],[],1,,,11,2,,0.0,,,[],[],1,,,12,10,,0.0,,,[],[],1,,,13,8,,0.0,,,[],[],1,,,14,6,,0.0,,,[],[],1,,,15,8,,0.0,,,[],[],1,,,16,10,,0.0,,,[],[],1,,,17,10,,0.0,,,[],[],1,,,18,10,,0.0,,,[],[],1,,,19,8,,0.0,,,[],[],1,,,20,4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,niwrqenp,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,5,,0.0,,,,,,,,,,,,,0,,,,1,1,7,,0.0,,,[],[],1,,,1,3,,0.0,,,[],[],1,,,2,9,,0.0,,,[],[],1,,,3,5,,0.0,,,[],[],1,,,4,8,,0.0,,,[],[],1,,,5,9,,0.0,,,[],[],1,,,6,4,,0.0,,,[],[],1,,,7,4,,0.0,,,[],[],1,,,8,9,,0.0,,,[],[],1,,,9,2,,0.0,,,[],[],1,,,10,4,,0.0,,,[],[],1,,,11,6,,0.0,,,[],[],1,,,12,8,,0.0,,,[],[],1,,,13,5,,0.0,,,[],[],1,,,14,2,,0.0,,,[],[],1,,,15,5,,0.0,,,[],[],1,,,16,6,,0.0,,,[],[],1,,,17,2,,0.0,,,[],[],1,,,18,6,,0.0,,,[],[],1,,,19,4,,0.0,,,[],[],1,,,20,5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,uvegoofm,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,6,,0.0,,,,,,,,,,,,,0,,,,1,1,1,,0.0,,,[],[],1,,,1,8,,0.0,,,[],[],1,,,2,8,,0.0,,,[],[],1,,,3,9,,0.0,,,[],[],1,,,4,9,,0.0,,,[],[],1,,,5,10,,0.0,,,[],[],1,,,6,5,,0.0,,,[],[],1,,,7,6,,0.0,,,[],[],1,,,8,5,,0.0,,,[],[],1,,,9,6,,0.0,,,[],[],1,,,10,10,,0.0,,,[],[],1,,,11,4,,0.0,,,[],[],1,,,12,3,,0.0,,,[],[],1,,,13,4,,0.0,,,[],[],1,,,14,1,,0.0,,,[],[],1,,,15,6,,0.0,,,[],[],1,,,16,1,,0.0,,,[],[],1,,,17,6,,0.0,,,[],[],1,,,18,3,,0.0,,,[],[],1,,,19,7,,0.0,,,[],[],1,,,20,6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,y73ez898,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,7,,0.0,,,,,,,,,,,,,0,,,,1,1,4,,0.0,,,[],[],1,,,1,10,,0.0,,,[],[],1,,,2,1,,0.0,,,[],[],1,,,3,4,,0.0,,,[],[],1,,,4,1,,0.0,,,[],[],1,,,5,8,,0.0,,,[],[],1,,,6,10,,0.0,,,[],[],1,,,7,8,,0.0,,,[],[],1,,,8,3,,0.0,,,[],[],1,,,9,4,,0.0,,,[],[],1,,,10,5,,0.0,,,[],[],1,,,11,1,,0.0,,,[],[],1,,,12,4,,0.0,,,[],[],1,,,13,1,,0.0,,,[],[],1,,,14,9,,0.0,,,[],[],1,,,15,9,,0.0,,,[],[],1,,,16,3,,0.0,,,[],[],1,,,17,9,,0.0,,,[],[],1,,,18,5,,0.0,,,[],[],1,,,19,9,,0.0,,,[],[],1,,,20,7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,owrhas2r,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,8,,0.0,,,,,,,,,,,,,0,,,,1,1,5,,0.0,,,[],[],1,,,1,6,,0.0,,,[],[],1,,,2,4,,0.0,,,[],[],1,,,3,7,,0.0,,,[],[],1,,,4,10,,0.0,,,[],[],1,,,5,2,,0.0,,,[],[],1,,,6,7,,0.0,,,[],[],1,,,7,9,,0.0,,,[],[],1,,,8,4,,0.0,,,[],[],1,,,9,8,,0.0,,,[],[],1,,,10,9,,0.0,,,[],[],1,,,11,5,,0.0,,,[],[],1,,,12,2,,0.0,,,[],[],1,,,13,10,,0.0,,,[],[],1,,,14,8,,0.0,,,[],[],1,,,15,10,,0.0,,,[],[],1,,,16,4,,0.0,,,[],[],1,,,17,7,,0.0,,,[],[],1,,,18,2,,0.0,,,[],[],1,,,19,2,,0.0,,,[],[],1,,,20,8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1k3h6ygx,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,9,,0.0,,,,,,,,,,,,,0,,,,1,1,10,,0.0,,,[],[],1,,,1,2,,0.0,,,[],[],1,,,2,3,,0.0,,,[],[],1,,,3,2,,0.0,,,[],[],1,,,4,3,,0.0,,,[],[],1,,,5,3,,0.0,,,[],[],1,,,6,1,,0.0,,,[],[],1,,,7,7,,0.0,,,[],[],1,,,8,1,,0.0,,,[],[],1,,,9,7,,0.0,,,[],[],1,,,10,8,,0.0,,,[],[],1,,,11,9,,0.0,,,[],[],1,,,12,5,,0.0,,,[],[],1,,,13,9,,0.0,,,[],[],1,,,14,3,,0.0,,,[],[],1,,,15,1,,0.0,,,[],[],1,,,16,8,,0.0,,,[],[],1,,,17,4,,0.0,,,[],[],1,,,18,9,,0.0,,,[],[],1,,,19,5,,0.0,,,[],[],1,,,20,9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,qxx73fq5,,0,0,89,,,,0,,,0.0,,,,,vi7ush4h,,,,,0,0.125,public_goods_low_ten,12,0.0,10,,0.0,,,,,,,,,,,,,0,,,,1,1,9,,0.0,,,[],[],1,,,1,1,,0.0,,,[],[],1,,,2,5,,0.0,,,[],[],1,,,3,8,,0.0,,,[],[],1,,,4,2,,0.0,,,[],[],1,,,5,5,,0.0,,,[],[],1,,,6,3,,0.0,,,[],[],1,,,7,1,,0.0,,,[],[],1,,,8,10,,0.0,,,[],[],1,,,9,1,,0.0,,,[],[],1,,,10,7,,0.0,,,[],[],1,,,11,10,,0.0,,,[],[],1,,,12,1,,0.0,,,[],[],1,,,13,6,,0.0,,,[],[],1,,,14,4,,0.0,,,[],[],1,,,15,3,,0.0,,,[],[],1,,,16,7,,0.0,,,[],[],1,,,17,8,,0.0,,,[],[],1,,,18,7,,0.0,,,[],[],1,,,19,1,,0.0,,,[],[],1,,,20,10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
